1-WT-0h-A431	1-WT-0h-A431-HSA	1-WT-24h-A431	1-WT-24h-A431-HSA	1-WT-3h-A431	1-WT-3h-A431-HSA	2-WT-0h-A431	2-WT-0h-A431-HSA	2-WT-24h-A431	2-WT-24h-A431-HSA	2-WT-3h-A431	2-WT-3h-A431-HSA	3-WT-0h-A431	3-WT-0h-A431-HSA	3-WT-24h-A431	3-WT-24h-A431-HSA	3-WT-3h-A431	3-WT-3h-A431-HSA
CR_03750C_A	456	819	293	275	185	252	605	679	242	480	156	293	537	546	288	384	152	265
CR_03760W_A	1154	2334	936	1600	523	876	1545	1826	995	2221	496	907	1498	1550	920	2018	389	687
CR_03770C_A	12536	25403	3815	5765	4217	7529	17388	24307	4039	6620	6667	9723	17990	18108	3890	6925	4356	9216
CR_03780C_A	142	200	146	357	141	76	271	125	112	358	133	103	185	110	186	318	135	97
CR_03790C_A	1161	1712	1309	3118	663	556	2631	413	885	4897	430	391	2023	912	1225	4769	436	337
CR_03800C_A	328	729	420	275	161	101	582	624	366	222	171	183	268	296	304	250	216	132
CR_03810W_A	566	684	376	174	176	139	496	862	244	281	99	149	828	944	402	186	221	114
CR_03820C_A	169	359	383	605	126	202	267	362	343	603	126	274	300	334	321	757	125	214
CR_03830C_A	2409	6167	1683	1356	635	701	3383	5489	1355	1987	613	920	2320	3229	1502	1280	813	857
CR_03840C_A	110	483	170	220	88	204	204	307	164	322	93	209	177	286	109	321	76	202
CR_03850W_A	196	221	205	87	80	73	189	342	115	196	65	98	301	280	161	102	120	64
CR_03860C_A	816	1250	699	690	264	347	895	1678	598	657	241	468	905	1030	618	704	218	358
CR_03870W_A	402	996	419	469	80	237	395	959	340	550	91	269	446	760	340	564	75	197
CR_03880W_A	585	1023	450	360	212	367	734	978	355	447	181	402	744	734	357	395	292	233
CR_03890W_A	5024	7267	2067	6370	876	1156	7880	4931	1529	10218	531	1858	4820	2230	3371	5894	1502	1476
CR_03900W_A	740	1599	746	1286	279	349	1260	1350	467	1939	191	348	947	1021	736	1699	287	279
CR_03910C_A	658	1428	745	1126	273	291	986	1111	549	1645	154	336	1066	1106	875	1114	302	242
CR_03920C_A	391	927	1270	1283	281	409	638	834	953	1395	148	386	624	734	1180	1234	190	325
CR_03930C_A	677	1138	1009	1046	318	386	994	1076	845	1157	337	477	915	734	893	1077	323	326
CR_03940W_A	499	2264	929	1470	440	807	946	1474	910	1881	525	966	1201	1019	906	2055	451	876
CR_03950W_A	957	1647	451	427	287	547	1079	1546	443	648	313	599	1156	1217	382	655	221	471
CR_03960C_A	293	472	409	456	143	113	402	515	340	576	118	171	426	332	377	486	149	128
CR_03970C_A	995	833	429	271	384	334	1034	1048	357	292	447	532	797	564	370	330	401	436
CR_03980W_A	358	1065	916	1335	227	272	645	827	739	1759	332	388	721	612	937	1914	292	330
CR_03990C_A	1940	4564	1255	1485	907	1423	3122	3666	1211	1917	1068	1897	2746	2682	1237	1830	1035	1588
CR_04000W_A	3601	5414	2054	1441	1738	1804	5008	5681	1781	1699	1652	2611	4566	3990	1805	1651	2127	1762
CR_04010C_A	1839	5096	2050	2539	636	1200	2606	4385	1886	3041	589	1305	2745	3328	1711	3586	547	1059
CR_04020C_A	426	907	592	446	251	288	723	637	579	450	290	362	400	470	443	548	278	264
CR_04030W_A	491	1116	981	385	305	274	964	422	808	402	180	398	274	383	747	420	291	263
CR_04040C_A	317	555	411	567	178	175	475	399	332	610	153	303	340	350	321	624	182	178
CR_04050C_A	1556	4790	1519	2393	731	1424	2717	3324	1324	3250	713	1646	2881	2954	1478	2937	814	1365
CR_04060C_A	730	969	306	294	72	301	626	1997	334	335	173	576	742	973	289	250	94	602
CR_04070W_A	616	1330	407	415	209	418	731	1661	439	467	278	516	987	1196	420	416	212	504
CR_04080C_A	8065	7086	2622	2304	2383	2463	8865	7809	2289	2737	2424	3171	6879	3927	2303	2724	2404	2306
CR_04090C_A	14380	31890	3642	3317	4398	7409	15034	47675	2743	5479	5465	10815	19346	24827	3906	4194	6745	10400
CR_04100C_A	43135	84282	11026	18695	13625	24438	52997	87210	12100	22583	18143	30316	52972	58933	11696	21597	13416	27198
CR_04110W_A	457	3075	940	1650	423	1135	1116	1384	892	2455	419	969	1419	1392	793	2711	496	862
CR_04120C_A	1727	4266	367	215	381	384	3085	3085	255	489	373	680	1992	1765	491	255	610	560
CR_04130C_A	2289	3801	2438	2283	1153	1163	3096	3221	1833	2475	775	1531	3028	2792	1444	2552	1210	902
CR_04140W_A	3462	9368	3061	3656	1166	2087	5436	7471	2696	4706	1145	2376	5117	5988	2681	4467	1089	2083
CR_04150W_A	86	147	206	89	50	66	90	155	164	126	65	66	142	152	262	131	42	67
CR_04160C_A	671	3277	761	1126	644	1493	1448	1836	773	1701	692	1580	1592	1454	776	1900	681	1340
CR_04170W_A	2244	10584	1966	3222	1300	3569	4484	6969	1792	5018	1656	3749	4635	4219	1945	4745	1661	3128
CR_04180C_A	2032	3193	1860	1742	854	890	2745	3112	1273	2024	606	1117	2597	2141	1472	1599	1059	708
CR_04190W_A	4510	5788	1604	1171	1672	1496	5693	5165	1175	1513	1044	2020	4777	4311	1435	1416	1840	1354
CR_04200W_A	8082	19602	5588	12356	3209	6087	12824	13581	5754	14002	3392	6141	10195	9520	5494	14060	2774	4482
CR_04210C_A	6093	7910	38	1024	133	211	5120	15608	52	1805	247	1807	4359	4015	117	1726	383	1199
CR_04220C_A	482	469	40	125	11	26	336	1129	33	146	13	66	349	317	40	159	25	47
CR_04230W_A	861	1304	625	785	310	330	985	1604	510	985	289	511	1048	1105	606	887	407	358
CR_04240C_A	2733	12013	2026	2889	1643	4244	5277	7491	1783	4501	1950	4617	5529	4929	2171	4173	2238	4247
CR_04250W_A	4	8	6	8	0	1	12	3	2	20	0	3	9	8	4	8	0	0
CR_04260W_A	361	650	264	427	160	225	510	567	294	445	203	318	433	402	287	495	148	314
CR_04270C_A	68	133	49	96	16	60	82	83	44	125	34	65	90	95	34	90	18	44
CR_04280C_A	388	600	590	653	110	351	477	598	584	615	150	400	380	504	556	556	109	319
CR_04290W_A	263	422	509	915	60	143	271	652	531	844	109	162	367	337	427	938	38	183
CR_04300W_A	4434	11615	2837	3676	1541	3646	6899	9564	2713	4857	1973	4466	5903	5289	2751	4550	1925	3640
CR_04310C_A	478	908	400	423	216	357	642	881	371	502	258	372	520	557	344	515	233	316
CR_04330W_A	394	730	572	559	221	254	553	603	463	568	187	305	493	475	385	597	199	217
CR_04340W_A	5034	10601	3095	3370	1590	1474	6347	10322	2095	4463	1074	1705	6557	7353	3090	3248	2007	1279
CR_04350C_A	308	426	282	101	153	165	383	378	224	125	125	220	261	317	246	145	158	168
CR_04360C_A	1782	5971	1750	2538	1123	2652	2941	4978	1833	2972	1968	3099	3332	3180	1475	3629	1308	2933
CR_04370W_A	200	473	273	426	84	211	344	347	282	449	129	213	317	268	245	418	85	170
CR_04380C_A	11676	11270	2794	2128	3112	3293	12262	13605	2247	2690	2521	4319	9403	7283	2464	2448	3145	3049
CR_04390C_A	795	1299	1057	1114	325	393	1063	1374	732	1422	234	465	1036	1033	887	1266	390	364
CR_04400W_A	33	50	62	44	17	31	40	56	62	63	21	33	58	42	46	53	21	23
CR_04410W_A	99	123	149	158	68	63	136	155	165	168	46	87	116	106	134	145	66	75
CR_04420C_A	145	135	69	115	12	24	191	384	74	182	25	52	218	179	104	88	29	32
CR_04430W_A	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CR_04440C_A	1	0	20	26	4	3	1	1	16	88	1	0	0	1	47	18	0	3
CR_04450C_A	1708	3409	1713	1757	751	956	2664	2432	1400	1773	534	1252	1956	1936	1306	1617	774	958
CR_04460C_A	301	316	289	157	124	93	335	390	267	197	118	157	326	273	212	187	120	135
CR_04470W_A	169	212	228	130	110	77	224	199	154	172	83	95	202	164	165	134	90	86
CR_04480C_A	239	184	5668	2259	6048	384	252	242	3613	4943	2720	750	835	311	7097	3536	6121	533
CR_04490C_A	306	387	287	263	161	68	401	636	212	307	152	168	399	392	275	209	198	150
CR_04500C_A	733	890	322	406	284	313	519	2677	295	671	287	350	615	903	374	532	326	270
CR_04510W_A	45289	63281	8277	6760	15779	10896	29727	113622	7177	8358	11608	22458	29179	66538	7644	8013	15351	14311
CR_04520W_A	386	488	543	548	230	285	505	539	522	546	300	425	471	406	512	533	274	322
CR_04530W_A	546	642	967	696	1567	1335	704	689	837	916	1496	1637	1748	1269	1059	775	1840	1082
CR_04540C_A	83	171	143	189	45	85	144	153	157	230	55	94	162	130	136	246	50	64
CR_04550W_A	3018	3618	1898	1367	1420	1807	3689	4304	1809	1555	1986	2366	3561	2956	1798	1612	1674	1705
CR_04560C_A	1064	4281	993	499	506	589	2418	1593	847	530	599	770	948	1163	610	559	525	580
CR_04570C_A	5460	7213	2728	1518	1969	2167	7828	4367	2442	1356	2152	2978	3167	2589	1808	2000	1999	1931
CR_04580W_A	2457	5691	2142	2518	676	1586	2997	5479	1981	3064	704	1673	2898	3896	1750	3365	548	1264
CR_04590C_A	2424	3047	2742	6925	745	929	2165	6216	2544	8419	857	2116	2280	3318	3158	8541	852	1694
CR_04600W_A	800	2394	1153	3657	479	758	1287	1736	1030	4591	504	923	1151	1257	1197	4701	496	803
CR_04610C_A	17	36	8	57	1	8	17	11	11	43	4	8	32	33	11	31	4	11
CR_04620C_A	0	1	2	0	1	0	1	1	0	3	0	2	0	1	4	1	0	0
CR_04630C_A	220	254	447	261	77	53	282	204	295	278	68	102	229	144	312	253	94	61
CR_04640W_A	135	201	271	211	69	36	181	182	181	213	38	62	131	115	178	165	60	44
CR_04650W_A	855	1169	408	277	447	544	1073	1014	401	238	712	703	669	629	303	403	468	634
CR_04660C_A	13367	13157	5227	3777	2749	2825	15307	12597	4536	4216	2799	4459	11906	9789	3844	4067	2763	2868
CR_04670C_A	6	0	2	5	0	2	11	3	3	1	1	2	7	9	3	7	1	0
CR_04680C_A	205	225	19	38	6	46	212	238	27	48	11	51	292	231	17	52	5	33
CR_04710W_A	61	222	194	241	86	166	115	174	162	189	52	182	146	124	112	312	62	125
CR_04720C_A	2294	3390	1039	885	755	895	2770	2938	853	1487	494	1060	2551	2712	1200	1139	745	841
CR_04730W_A	2002	1177	1214	669	632	703	1920	1039	1259	660	682	952	1323	999	1071	717	509	697
CR_04740C_A	4452	14888	1026	859	1911	4519	5435	18276	709	1523	2283	5840	6043	9068	1287	1049	2759	6020
CR_04750W_A	397	1573	685	877	296	825	680	1390	678	905	542	1018	855	897	515	1397	390	1015
CR_04760C_A	265	233	553	300	185	130	269	469	431	376	187	203	636	566	430	309	185	127
CR_04770C_A	112	134	378	186	108	161	214	113	252	308	116	212	206	186	380	285	193	202
CR_04780W_A	842	2298	545	819	355	714	1382	1862	561	1121	370	842	1311	1311	489	1118	315	721
CR_04790W_A	712	663	636	729	54	153	566	1237	684	582	87	194	719	690	566	788	51	175
CR_04800W_A	325	377	183	235	90	91	371	355	162	228	73	122	387	360	161	125	82	102
CR_04810W_A	26048	55819	7211	12214	8791	15998	34437	57249	7868	15088	11795	19965	34068	37016	7771	14248	9787	19041
CR_04820W_A	17	25	890	3125	9	6	12	96	947	2998	13	18	25	13	1564	3123	27	10
CR_04830C_A	168	357	392	623	166	146	253	295	283	622	172	206	228	230	309	562	207	181
CR_04840C_A	666	1233	684	1044	291	295	950	1267	532	1250	161	353	1248	1125	631	992	317	258
CR_04850C_A	164	191	159	170	46	59	174	367	92	160	43	103	296	229	137	109	51	102
CR_04860C_A	276	233	212	247	65	75	234	487	143	271	69	173	394	351	168	155	71	118
CR_04870C_A	167	327	757	248	175	115	411	247	346	437	138	125	506	285	598	301	197	77
CR_04880W_A	539	917	592	487	371	284	861	875	462	485	442	409	1272	870	462	443	507	385
CR_04890W_A	93	117	128	89	71	72	90	126	114	77	61	95	94	104	124	75	47	79
CR_04900C_A	0	2	14	8	2	0	2	2	5	18	2	1	2	1	5	9	2	0
CR_04910W_A	255	491	347	351	150	156	411	301	249	450	110	175	305	311	302	426	139	121
CR_04920W_A	476	1384	541	721	191	375	651	1083	481	1019	175	406	738	864	541	985	214	325
CR_04930W_A	939	1327	1322	2158	334	343	1073	2167	900	2040	233	469	1449	1567	867	1994	374	322
CR_04940W_A	23	67	45	66	14	14	36	43	19	94	4	11	32	36	38	74	6	13
CR_04950W_A	636	771	500	344	225	265	673	837	309	474	106	290	719	630	443	290	232	178
CR_04960C_A	17	59	293	601	44	100	39	57	202	814	43	231	21	142	318	708	54	152
CR_04970C_A	5	11	8	39	2	7	1	1	12	81	7	9	6	12	29	41	3	6
CR_04980C_A	0	1	2	1	0	0	0	0	0	2	0	0	0	0	2	2	0	0
CR_04990C_A	1	6	9	3	2	0	3	1	9	2	0	1	2	4	8	1	1	0
CR_05000C_A	3	12	15	3	0	2	17	7	4	8	3	2	5	3	6	4	4	1
CR_05010W_A	560	1207	422	204	232	202	863	732	342	278	212	247	495	471	323	215	253	191
CR_05020W_A	86	125	168	126	66	60	136	179	145	151	59	100	162	151	163	136	72	66
CR_05030W_A	1850	1838	1639	1593	719	1047	2121	1576	1129	2201	444	1048	1534	1277	1537	2129	753	700
CR_05040W_A	60	82	90	99	14	22	52	120	69	104	16	22	88	104	59	85	17	13
CR_05050W_A	12019	36932	11336	31710	3288	5474	22471	33222	11958	43588	4663	7333	17777	19275	11048	37828	4231	7268
CR_05080W_A	1712	2100	926	569	847	826	2010	2613	772	689	880	1055	1911	1740	730	680	935	811
CR_05090C_A	4	2	130	90	7	1	2	13	95	154	0	2	2	3	196	97	4	1
CR_05100W_A	482	1097	956	460	293	265	859	721	630	578	151	323	637	598	682	441	277	259
CR_05120W_A	1640	2747	1223	1526	635	928	1930	3311	982	1967	557	1195	1733	1918	1231	1462	692	1011
CR_05130C_A	1399	1679	584	394	444	532	1729	1588	555	417	487	614	1333	970	434	495	452	475
CR_05140W_A	498	720	357	397	187	217	583	582	351	516	192	289	454	337	317	431	166	231
CR_05150W_A	392	952	393	403	161	261	543	798	389	464	197	334	560	657	383	560	134	301
CR_05160C_A	96	222	199	65	99	131	165	134	178	90	92	148	179	142	121	89	99	121
CR_05170C_A	57	15	8788	3000	1842	6	30	39	6418	5132	809	12	377	66	13990	3991	1161	7
CR_05180C_A	1465	2729	3206	6927	77	1068	1217	4706	3102	5799	116	409	2214	4077	2719	4709	41	741
CR_05190W_A	1	1	2	0	0	0	0	0	3	5	1	0	0	1	2	2	1	0
CR_05200C_A	1097	1711	343	281	410	487	1321	1683	329	559	800	711	1552	1313	471	405	505	821
CR_05210W_A	23	53	12	13	15	64	54	76	4	20	14	69	56	181	4	10	10	89
CR_05220C_A	885	2212	2091	4774	449	570	1428	2227	1568	5237	426	586	1825	1622	1682	5290	396	447
CR_05240C_A	1481	2325	1277	1071	517	601	1883	2311	877	1549	321	652	2054	2038	1438	1194	557	521
CR_05250C_A	231	393	362	609	43	76	255	386	282	885	26	79	301	320	421	677	44	62
CR_05260C_A	473	805	730	1415	225	290	558	633	667	1752	153	346	484	433	631	1958	150	253
CR_05270W_A	1	0	3	6	0	0	1	0	7	3	0	0	0	0	3	5	0	0
CR_05280W_A	2	0	3	4	1	0	2	3	7	5	1	1	2	2	2	5	0	0
CR_05290W_A	415	620	468	427	120	171	527	565	398	673	136	217	357	290	387	599	121	144
CR_05300C_A	1322	1831	1158	1064	567	528	1812	1904	834	1304	549	744	1618	1389	873	922	604	604
CR_05310W_A	1179	1136	415	237	434	476	1454	1268	449	254	460	622	876	628	363	305	402	563
CR_05320C_A	12	21	8	9	7	11	15	39	6	16	6	6	19	17	7	6	9	5
CR_05330W_A	655	1382	815	837	179	340	803	1327	592	990	296	569	650	871	655	883	219	417
CR_05340C_A	107	321	9069	32990	221	397	67	1526	10572	35740	230	798	303	2978	10097	39406	253	638
CR_05360C_A	528	1044	560	211	206	173	887	606	400	237	180	255	405	414	299	231	244	195
CR_05380C_A	805	2228	574	914	922	768	1034	2284	470	1066	468	1119	2337	3414	514	772	784	811
CR_05390W_A	3978	6016	1293	1042	5005	2759	4319	6663	1020	1039	3448	4379	6543	7301	1032	1021	4038	3002
CR_05420W_A	9	7	8	12	3	9	8	12	11	9	3	6	15	9	12	18	5	2
CR_05430W_A	25	24	31	60	12	24	35	46	21	69	14	25	63	37	44	45	15	25
CR_05440W_A	871	1137	559	440	386	329	827	1667	519	466	332	563	1062	1251	497	557	417	430
CR_05450C_A	228	489	221	225	167	183	404	577	167	262	140	215	513	424	221	275	164	177
CR_05460W_A	343	358	358	340	156	108	417	637	401	354	179	200	442	383	412	360	191	146
CR_05480W_A	2558	3015	1882	1275	347	563	2020	6302	1754	1525	419	582	3400	3833	1664	1437	256	482
CR_05490W_A	279	184	647	460	122	94	246	343	505	505	62	144	250	232	481	459	104	92
CR_05500C_A	698	886	446	171	279	245	834	1053	294	219	293	346	844	741	306	170	382	300
CR_05510W_A	1203	1804	766	286	431	398	1743	1541	590	359	392	570	1243	860	574	374	571	403
CR_05520W_A	2070	9821	1988	3203	1527	3941	3959	6290	1926	4913	1812	4394	4147	3871	1966	4587	1816	3946
CR_05530C_A	802	1637	1180	2252	394	475	1263	1505	949	2551	264	607	1110	1289	1126	1932	448	432
CR_05540C_A	419	762	1267	2515	190	168	643	789	946	3003	171	232	542	579	1484	2746	253	180
CR_05550C_A	1399	6069	1199	1809	742	1824	2573	3447	866	3453	575	1695	2817	2913	1549	2645	857	1574
CR_05560W_A	501	759	317	374	277	391	557	717	292	450	193	396	512	606	287	444	238	345
CR_05570C_A	700	2958	780	1280	86	190	930	2396	653	2335	77	177	1189	1644	1078	1687	109	217
CR_05580C_A	1	2	2	1	1	0	2	2	6	2	1	2	5	3	0	0	0	4
CR_05610C_A	277	226	605	1324	49	45	425	401	367	1553	37	35	428	255	541	1493	60	36
CR_05620C_A	568	2051	722	799	388	776	856	1560	606	1216	342	743	1051	1139	653	1170	339	563
CR_05630W_A	485	2683	681	958	422	1190	986	1574	605	1604	512	1007	1132	1116	601	1665	473	801
CR_05640C_A	238	268	295	313	107	89	317	329	275	403	107	130	267	178	290	394	72	92
CR_05650W_A	927	2345	1201	1697	524	791	1519	1542	1059	1970	490	816	1167	1161	989	1930	531	596
CR_05660W_A	1596	8794	1760	2827	1057	2685	3346	4961	1652	4458	1254	3063	3561	3070	1704	4339	1381	2606
CR_05670C_A	1245	2664	1415	1859	893	907	3077	2828	1189	1821	1141	1543	1854	2064	1333	2452	1174	1334
CR_05680C_A	14	33	16	20	8	13	29	40	16	22	15	17	35	22	16	41	19	13
CR_05690W_A	352	601	490	399	146	159	598	643	352	554	175	260	413	423	379	626	193	164
CR_05700C_A	1237	1897	1239	1108	597	673	1797	1670	1120	1395	573	884	1310	1115	1114	1491	645	649
CR_05710C_A	193	169	361	254	40	33	167	231	240	261	45	53	155	163	273	261	40	55
CR_05720W_A	1856	1717	5280	3311	1229	703	1869	2565	4016	5003	903	1437	2729	2594	5291	4036	1326	1001
CR_05730C_A	951	1625	1226	1682	219	360	1147	2182	1048	1762	237	635	1120	1269	1109	1853	275	520
CR_05740C_A	336	403	428	325	162	139	421	485	370	270	168	249	368	346	284	323	189	219
CR_05750W_A	407	406	1115	1056	495	134	450	687	834	1130	368	242	1129	996	1142	949	508	149
CR_05760C_A	424	334	506	466	307	219	538	266	434	408	241	324	381	254	320	455	225	195
CR_05770W_A	193	287	532	1070	144	95	341	333	444	1177	130	153	323	219	515	1107	140	116
CR_05780W_A	5880	8802	2863	1695	2956	2648	7747	8945	2360	1915	2931	3728	7455	7197	2313	1960	3219	2771
CR_05790C_A	11109	19481	508	628	144	1494	10843	33545	450	990	248	909	12508	20076	481	493	148	1084
CR_05800C_A	1431	1092	240	236	351	403	1271	1558	271	211	225	495	836	679	188	249	219	308
CR_05830C_A	262	429	320	116	190	231	414	351	246	198	152	303	373	344	194	195	217	170
CR_05840W_A	209	555	325	270	160	223	483	260	314	226	139	299	168	203	237	292	123	201
CR_05860W_A	723	637	856	514	307	182	705	788	742	692	386	317	709	496	910	522	392	256
CR_05880W_A	338	359	446	340	171	148	437	371	404	345	121	256	332	285	391	285	168	172
CR_05890C_A	1043	2281	963	675	672	1225	1504	1954	984	750	779	1474	1368	1438	790	870	674	1034
CR_05900W_A	360	734	188	177	93	159	504	651	144	241	120	223	473	443	178	164	150	204
CR_05910W_A	663	1203	475	603	275	583	866	1242	488	614	403	639	727	861	456	726	250	574
CR_05920C_A	1629	1739	1702	4812	662	558	1787	3188	1193	6852	612	931	2250	2451	2088	6397	881	757
CR_05940W_A	7	20	39	206	4	4	11	3	16	498	5	11	6	11	59	459	11	11
CR_05950C_A	1815	1841	1235	649	920	721	2187	2611	839	937	718	938	2680	2044	1122	679	1200	674
CR_05960W_A	126	176	122	139	53	55	188	132	108	113	45	86	105	109	78	131	59	62
CR_05970C_A	1715	3767	1894	1466	776	1058	2011	3379	1579	1763	576	1263	2159	2524	1459	1523	818	878
CR_05980W_A	1622	1914	1626	1241	1044	672	2007	2510	1118	1437	910	1124	2185	2041	1433	1039	1354	835
CR_05990C_A	650	3185	1217	2387	243	469	1224	1913	764	3689	145	405	1320	2049	1402	2756	268	440
CR_06000W_A	1235	4200	2485	6237	419	653	2540	2719	1727	10311	333	617	1813	2202	2823	9890	457	545
CR_06010W_A	282	386	800	595	174	134	382	554	595	666	107	173	419	428	554	702	148	126
CR_06020W_A	389	330	207	106	91	68	454	492	183	160	92	105	385	247	176	105	129	85
CR_06030C_A	210	269	138	69	75	69	255	386	84	163	62	77	360	338	152	113	83	97
CR_06040W_A	1628	3070	1852	4194	438	838	2474	2544	1484	5661	330	872	2529	2267	1934	4675	406	674
CR_06050W_A	2181	4280	1085	568	830	844	3631	2535	1094	654	1036	1138	1435	1423	761	799	967	876
CR_06060W_A	529	879	835	1256	191	228	720	838	612	1412	144	313	605	549	670	1408	197	194
CR_06070W_A	1637	3337	2146	1431	2374	794	2868	1861	1719	1551	2023	1215	2336	1777	1889	1587	2733	834
CR_06080W_A	3272	4033	1329	4239	1325	1507	3253	5487	1035	3508	898	1864	5084	5303	999	4234	1477	1073
CR_06090W_A	739	1063	892	1133	418	380	935	1208	772	971	394	570	947	862	737	1009	393	417
CR_06100C_A	21	41	17	40	8	9	18	41	12	68	4	8	34	42	35	48	7	11
CR_06110C_A	435	989	836	1412	196	267	761	834	706	2141	137	302	693	649	990	1511	222	260
CR_06120W_A	956	4604	1283	2155	733	1794	2082	2639	1395	2766	1147	1873	1988	1833	1119	3556	728	1831
CR_06130C_A	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	5	0	0
CR_06140W_A	682	975	571	1193	16	24	949	1469	402	2056	21	29	1686	1118	755	1165	33	43
CR_06150C_A	6491	14518	5516	3023	2532	5860	4680	30246	4517	3751	5077	8275	8478	13838	4265	4143	3996	7730
CR_06160C_A	207	358	267	147	104	108	323	265	243	137	131	209	166	151	152	162	136	154
CR_06170W_A	1094	965	1182	404	708	546	1390	887	1049	410	792	765	1190	943	901	455	732	640
CR_06180W_A	2704	2894	747	372	1131	1157	3166	2837	623	487	1100	1626	3098	2724	663	517	1117	1233
CR_06230W_A	275	1089	827	954	276	393	530	803	723	1506	394	466	514	628	1088	1071	358	483
CR_06240C_A	72	153	203	186	66	41	147	134	138	231	62	58	182	138	178	112	46	58
CR_06250W_A	195	205	228	224	71	47	206	267	203	265	65	78	218	184	261	229	87	49
CR_06260W_A	245	264	342	247	112	55	266	362	246	328	92	90	348	245	308	242	146	78
CR_06270W_A	104	165	202	104	75	39	156	175	153	152	78	75	151	105	219	114	128	77
CR_06290C_A	420	627	493	303	164	118	447	941	472	313	133	261	581	574	434	309	182	170
CR_06300C_A	179	679	13	34	39	163	253	429	6	48	34	142	280	356	10	34	36	117
CR_06310W_A	14	39	77	34	3	5	32	36	82	47	3	3	30	30	71	31	1	2
CR_06320C_A	322	506	367	628	135	180	459	449	262	798	106	187	374	359	353	760	156	140
CR_06330C_A	407	1251	444	547	267	552	675	794	424	739	389	555	663	651	416	982	236	480
CR_06340C_A	21176	37155	5014	2080	15935	19040	26317	33842	4390	3334	15511	27220	36640	42103	4789	3117	18551	20881
CR_06350C_A	1	10	2	1	1	0	2	5	0	7	1	2	3	6	4	0	0	2
CR_06380C_A	552	1283	782	308	174	138	1014	554	583	242	147	217	297	322	466	300	210	185
CR_06420W_A	1177	1702	991	1317	319	337	1491	1481	780	1423	328	543	1221	1001	798	1250	374	387
CR_06430W_A	194	191	220	140	117	118	217	297	209	130	85	149	235	202	143	189	100	109
CR_06440C_A	2226	2894	1749	3067	493	560	3480	2659	1175	4268	507	632	2708	1670	1858	3334	621	728
CR_06450W_A	259	1090	486	451	189	410	556	604	412	614	217	438	507	557	377	642	210	299
CR_06460W_A	31	26	21	29	11	10	37	24	27	57	12	16	36	21	50	31	16	12
CR_06470W_A	1156	1441	961	1150	578	499	1374	1857	621	1241	468	870	1269	1345	857	1087	674	513
CR_06480C_A	262	1293	605	972	265	603	554	601	515	1248	236	609	601	673	406	1494	240	485
CR_06490C_A	11712	24040	8425	11833	2316	5405	10487	26824	6492	11938	1775	5143	13532	22961	7077	10489	1808	3539
CR_06500C_A	847	465	2736	770	580	286	904	879	2142	1983	728	575	1486	493	3295	1539	907	391
CR_06510W_A	183	102	1180	407	138	93	210	236	926	891	102	119	398	130	1285	848	165	74
CR_06520C_A	742	1406	496	846	242	342	993	1135	404	989	247	481	800	881	424	847	220	377
CR_06530W_A	1093	1918	794	1292	384	612	1335	1614	717	1366	377	710	1028	1287	838	1488	325	602
CR_06540W_A	246	852	512	299	154	188	698	225	409	359	159	259	132	195	383	286	197	258
CR_06550C_A	80	114	291	1190	36	64	88	136	249	1411	22	53	183	189	235	1441	46	44
CR_06560C_A	755	764	1334	1689	522	413	930	1050	1104	1639	515	597	1226	881	1171	1678	659	391
CR_06570C_A	181	214	635	2290	123	110	208	138	461	3394	55	223	151	183	710	2977	100	97
CR_06580W_A	0	0	19	23	0	0	1	1	10	68	0	0	0	0	49	56	2	0
CR_06590C_A	144	115	584	494	55	11	128	432	363	573	42	23	221	156	506	549	68	16
